UT,PY,AU
ISI:A1989CB66200005,1989,"LANNFELT, L; WETTERBERG, L; GELLERFORS, P; LILIUS, L; FLODERUS, Y; THUNELL, S"
ISI:A1989CC82800018,1989,"ADEM, A; JOSSAN, SS; DARGY, R; GILLBERG, PG; NORDBERG, A; WINBLAD, B; SARA, V"
ISI:A1989CD65900007,1989,"ONEILL, C; FOWLER, CJ; WINBLAD, B"
ISI:A1989CJ72700035,1989,"NORDBERG, A; NILSSONHAKANSSON, L; ADEM, A; HARDY, J; ALAFUZOFF, I; LAI, Z; HERRERAMARSCHITZ, M; WINBLAD, B"
ISI:A1989T777500002,1989,"FORSSELL, LG; WINBLAD, B"
ISI:A1989T777500003,1989,"FORSSELL, LG; EKLOF, R; WINBLAD, B"
ISI:A1989T777500004,1989,"FORSSELL, LG; SJOKVIST, B; WINBLAD, B"
ISI:A1989U710700015,1989,"KARLSSON, T; BACKMAN, L; HERLITZ, A; NILSSON, LG; WINBLAD, B; OSTERLIND, PO"
ISI:A1989U808600009,1989,"WALLIN, A; ALAFUZOFF, I; CARLSSON, A; ECKERNAS, SA; GOTTFRIES, CG; KARLSSON, I; SVENNERHOLM, L; WINBLAD, B"
ISI:A1989U846200002,1989,"LANGSTROM, NS; ANDERSON, JP; LINDROOS, HG; WINBLAD, B; WALLACE, WC"
ISI:A1990AY75000030,1990,"LANNFELT, L; GELLERFORS, P; WETTERBERG, L; LILIUS, L; FORSELL, L; FLODERUS, Y; THUNELL, S"
ISI:A1990AY75000041,1990,"MUSTAJOKI, P; KAUPPINEN, R; LANNFELT, L"
ISI:A1990AY75000143,1990,"LEE, JS; LANNFELT, L; ANVRET, M; LINDSTEN, J; FLODERUS, Y; WETTERBERG, L; THUNELL, S"
ISI:A1990CV62200009,1990,"WESTER, P; BERGSTROM, U; ERIKSSON, A; GEZELIUS, C; HARDY, J; WINBLAD, B"
ISI:A1990CY16200005,1990,"LANGSTROM, NS; ERIKSSON, A; WINBLAD, BG; WALLACE, WC"
ISI:A1990DC95200167,1990,"WALLACE, W; ALMQVIST, EW; ALAFUZOFF, I; ADOLFSSON, R; LAKE, S; WINBLAD, B"
ISI:A1990DC95200179,1990,"FRATIGLIONI, L; GRUT, M; FORSELL, Y; GRAFSTROM, M; HOLMEN, K; JONSON, P; FORSELL, L; VIITANEN, M; WINBLAD, B"
ISI:A1990DC95200287,1990,"HARDY, J; GOATE, A; JAMES, L; IRVING, N; MULLAN, M; ROSSOR, M; GIUFFRA, L"
ISI:A1990DC95200297,1990,"MULLAN, M; GOATE, A; HARDY, J; ROQUES, P; ROSSOR, M"
ISI:A1990DC95200333,1990,"NORDBERG, A; HARTVIG, P; LITJA, A; VIITANEN, M; LUNDQVIST, H; ULIN, J; ANDERSSON, Y; WINBLAD, B; LANGSTROM, B"
ISI:A1990DC95200378,1990,"ADEM, A; MOHAMMED, A; WINBLAD, B"
ISI:A1990DQ17600045,1990,"SAKURADA, T; ALUFUZOFF, I; WINBLAD, B; NORDBERG, A"
ISI:A1990DT91100004,1990,"ADEM, A; MOHAMMED, AK; WINBLAD, B"
ISI:A1990DV75400056,1990,"CLINTON, J; LANTOS, PL; ROSSOR, M; MULLAN, M; ROBERTS, GW"
ISI:A1990DY35200067,1990,"STGEORGEHYSLOP, PH; HAINES, JL; FARRER, LA; POLINSKY, R; VANBROECKHOVEN, C; GOATE, A; MCLACHLAN, DRC; ORR, H; BRUNI, AC; SORBI, S; RAINERO, I; FONCIN, JF; POLLEN, D; CANTU, JM; TUPLER, R; VOSKRESENSKAYA, N; MAYEUX, R; GROWDON, J; FRIED, VA; MYERS, RH; NEE, L; BACKHOVENS, H; MARTIN, JJ; ROSSOR, M; OWEN, MJ; MULLAN, M; PERCY, ME; KARLINSKY, H; RICH, S; HESTON, L; MONTESI, M; MORTILLA, M; NACMIAS, N; GUSELLA, JF; HARDY, JA"
ISI:A1990EB76200009,1990,"MOHAMMED, AK; WINBLAD, B; EBENDAL, T; LARKFORS, L"
ISI:A1990EF97800007,1990,"NORDBERG, A; HARTVIG, P; LILJA, A; VIITANEN, M; AMBERLA, K; LUNDQVIST, H; ANDERSSON, Y; ULIN, J; WINBLAD, B; LANGSTROM, B"
ISI:A1990EH98000002,1990,"ASTROM, S; NILSSON, M; NORBERG, A; WINBLAD, B"
ISI:A1990EQ73400006,1990,"BASUN, H; FORSSELL, LG; ALMKVIST, O; COWBURN, RF; EKLOF, R; WINBLAD, B; WETTERBERG, L"
ISI:A1990ER41300033,1990,"NORDBERG, A; ADEM, A; NILSSONHAKANSSON, L; BUCHT, G; HARTVIG, P; ALAFUZOFF, I; VIITANEN, M; LANGSTROM, B; WINBLAD, B"
ISI:A1991EU21800003,1991,"FRIES, BE; LJUNGGREN, G; WINBLAD, B"
ISI:A1991EY62700050,1991,"GOATE, A; CHARTIERHARLIN, MC; MULLAN, M; BROWN, J; CRAWFORD, F; FIDANI, L; GIUFFRA, L; HAYNES, A; IRVING, N; JAMES, L; MANT, R; NEWTON, P; ROOKE, K; ROQUES, P; TALBOT, C; PERICAKVANCE, M; ROSES, A; WILLIAMSON, R; ROSSOR, M; OWEN, M; HARDY, J"
ISI:A1991FA38000011,1991,"COWBURN, RF; GARLIND, A; ONEILL, C; ALAFUZOFF, I; WINBLAD, B; FOWLER, CJ"
ISI:A1991FA38000012,1991,"NILSSON, L; WINBLAD, B; VOLKMANN, I; ALAFUZOFF, I; BERGSTROM, L"
ISI:A1991FC80100009,1991,"LILIUS, L; LANNFELT, L; WETTERBERG, L; FLODERUS, Y; HENRICHSON, A; THUNELL, S"
ISI:A1991FE17000016,1991,"ONEILL, C; FOWLER, CJ; WIEHAGER, B; ALAFUZOFF, I; WINBLAD, B"
ISI:A1991FH19300009,1991,"ASTROM, S; NILSSON, M; NORBERG, A; SANDMAN, PO; WINBLAD, B"
ISI:A1991FT63200011,1991,"ERICSSON, K; FORSSELL, L; AMBERLA, K; HOLMEN, K; VIITANEN, M; WINBLAD, B"
ISI:A1991FU18700002,1991,"WANG, GP; IQBAL, K; BUCHT, G; WINBLAD, B; WISNIEWSKI, HM; GRUNDKEIQBAL, I"
ISI:A1991FU96900003,1991,"GUSTAFSON, Y; BRANNSTROM, B; BERGGREN, D; RAGNARSSON, JI; SIGAARD, J; BUCHT, G; REIZ, S; NORBERG, A; WINBLAD, B"
ISI:A1991GA27300003,1991,"GUSTAFSON, Y; BRANNSTROM, B; NORBERG, A; BUCHT, G; WINBLAD, B"
ISI:A1991GA60600034,1991,"PEARSON, RCA; MULLAN, M; HARDY, J; HARRISON, PJ"
ISI:A1991GA65000026,1991,"COWBURN, RF; FOWLER, CJ; GARLIND, A; ALAFUZOFF, I; NILSSON, L; WINBLAD, B; BERGSTROM, L"
ISI:A1991GA84700032,1991,"CHARTIERHARLIN, MC; CRAWFORD, F; HAMANDI, K; MULLAN, M; GOATE, A; HARDY, J; BACKHOVENS, H; MARTIN, JJ; VANBROECKHOVEN, C"
ISI:A1991GC43200022,1991,"LEE, JS; LUNDIN, G; LANNFELT, L; FORSELL, L; PICAT, C; GRANDCHAMP, B; ANVRET, M"
ISI:A1991GK67600010,1991,"NORDSTEDT, C; GANDY, SE; ALAFUZOFF, I; CAPORASO, GL; IVERFELDT, K; GREBB, JA; WINBLAD, B; GREENGARD, P"
ISI:A1991GM56800015,1991,"BERGSTROM, L; GARLIND, A; NILSSON, L; ALAFUZOFF, I; FOWLER, CJ; WINBLAD, B; COWBURN, RF"
ISI:A1991GM73200059,1991,"CHARTIERHARLIN, MC; CRAWFORD, F; HOULDEN, H; WARREN, A; HUGHES, D; FIDANI, L; GOATE, A; ROSSOR, M; ROQUES, P; HARDY, J; MULLAN, M"
ISI:A1991GR67200007,1991,"ONEILL, C; FOWLER, CJ; WIEHAGER, B; COWBURN, RF; ALAFUZOFF, I; WINBLAD, B"
ISI:A1991GT50500003,1991,"BASUN, H; FORSSELL, LG; WETTERBERG, L; WINBLAD, B"
ISI:A1991GT82700001,1991,"CRAWFORD, F; HARDY, J; MULLAN, M; GOATE, A; HUGHES, D; FIDANI, L; ROQUES, P; ROSSOR, M; CHARTIERHARLIN, MC"
ISI:A1991GT82700005,1991,"ONEILL, C; COWBURN, RF; WIEHAGER, B; ALAFUZOFF, I; WINBLAD, B; FOWLER, CJ"
ISI:A1991GW47300006,1991,"FRATIGLIONI, L; GRUT, M; FORSELL, Y; VIITANEN, M; GRAFSTROM, M; HOLMEN, K; ERICSSON, K; BACKMAN, L; AHLBOM, A; WINBLAD, B"
ISI:A1991JM81200032,1991,"BROWN, J; SMITH, S; BRUN, A; COLLINGE, J; GYDESEN, S; HARDY, J; MULLAN, M; GOATE, A"
ISI:A1992GW77000008,1992,"OLSON, L; NORDBERG, A; VONHOLST, H; BACKMAN, L; EBENDAL, T; ALAFUZOFF, I; AMBERLA, K; HARTVIG, P; HERLITZ, A; LILJA, A; LUNDQVIST, H; LANGSTROM, B; MEYERSON, B; PERSSON, A; VIITANEN, M; WINBLAD, B; SEIGER, A"
ISI:A1992GZ70300008,1992,"HOLMEN, K; ERICSSON, K; ANDERSSON, L; WINBLAD, B"
ISI:A1992HA51800014,1992,"NORDBERG, A; ALAFUZOFF, I; WINBLAD, B"
ISI:A1992HF29200004,1992,"GARLIND, A; FOWLER, CJ; ALAFUZOFF, I; WINBLAD, B; COWBURN, RF"
ISI:A1992HH97400029,1992,"HARDY, J; CHARTIERHARLIN, MC; MULLAN, M"
ISI:A1992HK06100030,1992,"COWBURN, RF; ONEILL, C; RAVID, R; ALAFUZOFF, I; WINBLAD, B; FOWLER, CJ"
ISI:A1992HL83000038,1992,"CRAWFORD, F"
ISI:A1992HM17100019,1992,"LANTOS, PL; LUTHERT, PJ; HANGER, D; ANDERTON, BH; MULLAN, M; ROSSOR, M"
ISI:A1992HQ56200037,1992,"FALKENBERG, T; MOHAMMED, AK; HENRIKSSON, B; PERSSON, H; WINBLAD, B; LINDEFORS, N"
ISI:A1992HT63300006,1992,"FRATIGLIONI, L; VIITANEN, M; BACKMAN, L; SANDMAN, PO; WINBLAD, B"
ISI:A1992HU16800012,1992,"MUSTAJOKI, P; KAUPPINEN, R; LANNFELT, L; LILIUS, L; KOISTINEN, J"
ISI:A1992HV22500003,1992,"HENRIKSSON, BG; SODERSTROM, S; GOWER, AJ; EBENDAL, T; WINBLAD, B; MOHAMMED, AH"
ISI:A1992HV44800005,1992,"MARTRES, MP; SOKOLOFF, P; GIROS, B; BOUTHENET, ML; PILON, C; LANNFELT, L; SCHWARTZ, JC; HASNI, M; PASCALIS, P; ABDELFATTAH, M; DANION, M"
ISI:A1992JC93000005,1992,"COWBURN, RF; ONEILL, C; RAVID, R; WINBLAD, B; FOWLER, CJ"
ISI:A1992JC93000017,1992,"ADROER, R; CHARTIERHARLIN, MC; CRAWFORD, F; OLIVA, R"
ISI:A1992JE25000008,1992,"GRAFSTROM, M; FRATIGLIONI, L; SANDMAN, PO; WINBLAD, B"
ISI:A1992JE56300009,1992,"FORSELL, Y; FRATIGLIONI, L; GRUT, M; VIITANEN, M; WINBLAD, B"
ISI:A1992JF84500003,1992,"COLLINGE, J; BROWN, J; HARDY, J; MULLAN, M; ROSSOR, MN; BAKER, H; CROW, TJ; LOFTHOUSE, R; POULTER, M; RIDLEY, R; OWEN, F; BENNETT, C; DUNN, G; HARDING, AE; QUINN, N; DOSHI, B; ROBERTS, GW; HONAVAR, M; JANOTA, I; LANTOS, PL"
ISI:A1992JJ12100012,1992,"MULLAN, M; CRAWFORD, F; AXELMAN, K; HOULDEN, H; LILIUS, L; WINBLAD, B; LANNFELT, L"
ISI:A1992JL33900001,1992,"CARLSON, LA; WINBLAD, B"
ISI:A1992JL33900011,1992,"FOWLER, CJ; ONEILL, C; WINBLAD, B; COWBURN, RF"
ISI:A1992JM33700010,1992,"FRATIGLIONI, L; GRUT, M; FORSELL, Y; VIITANEN, M; WINBLAD, B"
ISI:A1992JN24200004,1992,"FIDANI, L; ROOKE, K; CHARTIERHARLIN, MC; HUGHES, D; TANZI, R; MULLAN, M; ROQUES, P; ROSSOR, M; HARDY, J; GOATE, A"
ISI:A1992JP50300024,1992,"HARDY, J; MULLAN, M"
ISI:A1992JP72900011,1992,"JOSSAN, SS; ADEM, A; WINBLAD, B; ORELAND, L"
ISI:A1992JX84100002,1992,"MULLAN, M"
ISI:A1992KA82400001,1992,"CRAWFORD, F; GOATE, A"
ISI:A1992KB49500022,1992,"MULLAN, M; HOULDEN, H; WINDELSPECHT, M; FIDANI, L; LOMBARDI, C; DIAZ, P; ROSSOR, M; CROOK, R; HARDY, J; DUFF, K; CRAWFORD, F"
ISI:A1992KD08500015,1992,"NORDBERG, A; LILJA, A; LUNDQVIST, H; HARTVIG, P; AMBERLA, K; VIITANEN, M; WARPMAN, U; JOHANSSON, M; HELLSTROMLINDAHL, E; BJURLING, P; FASTH, KJ; LANGSTROM, B; WINBLAD, B"
ISI:A1992KD37500004,1992,"CROCQ, MA; MANT, R; ASHERSON, P; WILLIAMS, J; HODE, Y; MAYEROVA, A; COLLIER, D; LANNFELT, L; SOKOLOFF, P; SCHWARTZ, JC; GILL, M; MACHER, JP; MCGUFFIN, P; OWEN, MJ"
ISI:A1992KD80700002,1992,"WESTBROOK, CA; LEBEAU, MM; NEUMAN, WL; NAKAMURA, Y; WILLIAMSON, R; MULLAN, M"
ISI:A1993KF89200007,1993,"CHARTIER-HARLIN, MC; CRAWFORD, F; PERL, DP; STEELE, J; HARDY, J"
ISI:A1993KG09200014,1993,"JORM, AF; FRATIGLIONI, L; WINBLAD, B"
ISI:A1993KK92900004,1993,"BROWN, J; GYDESEN, S; SORENSEN, SA; BRUN, A; SMITH, S; HOULDEN, H; TWELLS, R; MULLAN, M; ROSSOR, M; COLLINGE, J; PALMER, M; GOATE, A; HARDY, J"
ISI:A1993KN27500011,1993,"COON, H; BYERLEY, W; HOLIK, J; HOFF, M; MYLESWORSLEY, M; LANNFELT, L; SOKOLOFF, P; SCHWARTZ, JC; WALDO, M; FREEDMAN, R; PLAETKE, R"
ISI:A1993KQ09500008,1993,"WIESE, C; LANNFELT, L; KRISTBJARNARSON, H; YANG, L; ZOEGA, T; SOKOLOFF, P; IVARSSON, O; SCHWARTZ, JC; MOISES, HW; HELGASON, T"
ISI:A1993KQ58800014,1993,"WAHLIN, A; BACKMAN, L; MANTYLA, T; HERLITZ, A; VIITANEN, M; WINBLAD, B"
ISI:A1993KQ75400005,1993,"FRATIGLIONI, L; AHLBOM, A; VIITANEN, M; WINBLAD, B"
ISI:A1993KV16500009,1993,"FRATIGLIONI, L; JORM, AF; GRUT, M; VIITANEN, M; HOLMEN, K; AHLBOM, A; WINBLAD, B"
ISI:A1993KW69200015,1993,"KING, A; HOULDEN, H; HARDY, J; LANE, R; CHANCELLOR, A; DEBELLEROCHE, J"
ISI:A1993KX37700022,1993,"LANNFELT, L; VIITANEN, M; JOHANSSON, K; AXELMAN, K; LILIUS, L; ALMQVIST, E; WINBLAD, B"
ISI:A1993KX46100001,1993,"KENNEDY, AM; NEWMAN, S; MCCADDON, A; BALL, J; ROQUES, P; MULLAN, M; HARDY, J; CHARTIERHARLIN, MC; FRACKOWIAK, RSJ; WARRINGTON, EK; ROSSOR, MN"
ISI:A1993KZ27200011,1993,"GRUT, M; FRATIGLIONI, L; VIITANEN, M; WINBLAD, B"
ISI:A1993LA05100001,1993,"MITCHELL, P; WATERS, B; VIVERO, C; FIE, L; DONALD, J; TULLY, M; CAMPEDELLI, K; LANNFELT, L; SOKOLOFF, P; SHINE, J; SELBIE, L"
ISI:A1993LA13400004,1993,"RIETSCHEL, M; NOTHEN, MM; LANNFELT, L; SOKOLOFF, P; SCHWARTZ, JC; LANCZIK, M; FRITZE, J; CICHON, S; FIMMERS, R; KORNER, J; MOLLER, HJ; PROPPING, P"
ISI:A1993LB06900003,1993,"HOULDEN, H; MULLAN, M"
ISI:A1993LB21800010,1993,"JONSSON, E; LANNFELT, L; SOKOLOFF, P; SCHWARTZ, JC; SEDVALL, G"
ISI:A1993LF89000041,1993,"HOULDEN, H; CRAWFORD, F; ROSSOR, M; MULLAN, M"
ISI:A1993LJ84200005,1993,"LANNFELT, L; LILIUS, L; APPELGREN, H; AXELMAN, K; FORSELL, C; LIU, L; JOHANSSON, K"
ISI:A1993LJ84200019,1993,"GISPERT, S; TWELLS, R; OROZCO, G; BRICE, A; WEBER, J; HEREDERO, L; SCHEUFLER, K; RILEY, B; ALLOTEY, R; NOTHERS, C; HILLERMANN, R; LUNKES, A; KHATI, C; STEVANIN, G; HERNANDEZ, A; MAGARINO, C; KLOCKGETHER, T; DURR, A; CHNEIWEISS, H; ENCZMANN, J; FARRALL, M; BECKMANN, J; MULLAN, M; WERNET, P; AGID, Y; FREUND, HJ; WILLIAMSON, R; AUBURGER, G; CHAMBERLAIN, S"
ISI:A1993LL16200012,1993,"COWBURN, RF; VESTLING, M; FOWLER, CJ; RAVID, R; WINBLAD, B; ONEILL, C"
ISI:A1993LM66800034,1993,"JOHNSTON, J; LILIUS, L; AXELMAN, K; COWBURN, R; JOHANSSON, K; VIITANEN, M; WINBLAD, B; LANNFELT, L"
ISI:A1993LM83200003,1993,"EKMAN, SL; WAHLIN, TBR; NORBERG, A; WINBLAD, B"
ISI:A1993LP02700004,1993,"YANG, L; LI, T; WIESE, C; LANNFELT, L; SOKOLOFF, P; XU, CT; ZENG, Z; SCHWARTZ, JC; LIU, XH; MOISES, HW"
ISI:A1993LP80600011,1993,"FORSELL, Y; JORM, AF; FRATIGLIONI, L; GRUT, M; WINBLAD, B"
ISI:A1993LR06800009,1993,"BROWN, J; GYDESEN, S; SORENSEN, SA; BRUN, A; DUFF, K; HOULDEN, H; FIDANI, L; KULLKARNI, S; CUMMINGS, J; GOATE, A; ROSSOR, M; HARDY, J"
ISI:A1993LR73100006,1993,"HELLSTROMLINDAHL, E; WINBLAD, B; NORDBERG, A"
ISI:A1993LR83900011,1993,"LILJEQUIST, R; HENRIKSSON, BG; LATIF, N; PHAM, T; WINBLAD, B; MOHAMMED, AH"
ISI:A1993LW33501015,1993,"HOULDEN, H; CROOK, R; CRAWFORD, F; ROSSOR, M; HARDY, J; MULLAN, M"
ISI:A1993LW33501099,1993,"WESTBROOK, CA; LEBEAU, MM; YAMAOKA, L; ESPINOSA, R; NEUMAN, WL; KEINANEN, M; WILLIAMSON, R; MULLAN, M; BUETOW, K"
ISI:A1993LW58900002,1993,"MULLAN, M; TSUJI, S; MIKI, T; KATSUYA, T; NARUSE, S; KANEKO, K; SHIMIZU, T; KOJIMA, T; NAKANO, I; OGIHARA, T; MIYATAKE, T; OVENSTONE, I; CRAWFORD, F; GOATE, A; HARDY, J; ROQUES, P; ROBERTS, G; LUTHERT, P; LANTOS, P; CLARK, C; GASKELL, P; CRAIN, B; ROSES, A"
ISI:A1993LX46900028,1993,"HARDY, J; HOULDEN, H; COLLINGE, J; KENNEDY, A; NEWMAN, S; ROSSOR, M; LANNFELT, L; LILIUS, L; WINBLAD, B; CROOK, R; DUFF, K"
ISI:A1993MA03300002,1993,"MULLAN, M; HOULDEN, H; CRAWFORD, F; KENNEDY, A; ROGUES, P; ROSSOR, M"
ISI:A1993MB70100013,1993,"LILJEQUIST, R; WINBLAD, B"
ISI:A1993MG23000006,1993,"SAGEN, E; LAEGREID, A; ANVRET, M; LUNDIN, G; LANNFELT, L; LILIUS, L; FLODERUS, Y; ROMSLO, I"
ISI:A1993MG31600005,1993,"BOGDANOVIC, N; NILSSON, L; ADEM, A; WINBLAD, B; BERGSTROM, L"
ISI:A1993MG31600013,1993,"NILSSON, L; MOHAMMED, AKH; HENRIKSSON, BG; FOLKESSON, R; WINBLAD, B; BERGSTROM, L"
ISI:A1993MJ54700009,1993,"ALMQVIST, E; LAKE, S; AXELMAN, K; JOHANSSON, K; WINBLAD, B"
ISI:A1993MK55900002,1993,"GRUT, M; JORM, AF; FRATIGLIONI, L; FORSELL, Y; VIITANEN, M; WINBLAD, B"
ISI:A1993ML85200004,1993,"GRAFSTROM, M; NORDBERG, A; WINBLAD, B"
ISI:A1993MP12500004,1993,"BOGDANOVIC, N; ISLAM, A; NILSSON, L; BERGSTROM, L; WINBLAD, B; ADEM, A"
ISI:A1993MQ47100001,1993,"MOHAMMED, AH; HENRIKSSON, BG; WINBLAD, B; SODERSTEN, P"
ISI:A1993MQ47100012,1993,"LANNFELT, L; FOLKESSON, R; MOHAMMED, AH; WINBLAD, B; HELLGREN, D; DUFF, K; HARDY, J"
ISI:A1993MQ47100016,1993,"SEIGER, A; NORDBERG, A; VONHOLST, H; BACKMAN, L; EBENDAL, T; ALAFUZOFF, I; AMBERLA, K; HARTVIG, P; HERLITZ, A; LILJA, A; LUNDQVIST, H; LANGSTROM, B; MEYERSON, B; PERSSON, A; VIITANEN, M; WINBLAD, B; OLSON, L"
ISI:A1993MQ65400003,1993,"WINBLAD, B; MESSAMORE, E; ONEILL, C; COWBURN, R"
ISI:A1993MQ65400016,1993,"AMBERLA, K; NORDBERG, A; VIITANEN, M; WINBLAD, B"
ISI:A1993MQ65400017,1993,"SHIGETA, M; PERSSON, A; VIITANEN, M; WINBLAD, B; NORDBERG, A"
ISI:A1993MW37800010,1993,"HOULDEN, H; CROOK, R; DUFF, K; COLLINGE, J; ROQUES, P; ROSSOR, M; HARDY, J"
ISI:A1994MV90500003,1994,"ONEILL, C; WIEHAGER, B; FOWLER, CJ; RAVID, R; WINBLAD, B; COWBURN, RF"
ISI:A1994MW10600002,1994,"BASUN, H; FRATIGLIONI, L; WINBLAD, B"
ISI:A1994MX73000008,1994,"COWBURN, RF; MESSAMORE, E; LI, ML; WINBLAD, B; SUNDSTROM, E"
ISI:A1994MY78100001,1994,"NORSTEDT, C; LANNFELT, L; WINBLAD, B"
ISI:A1994MZ18200005,1994,"BASUN, H; LIND, B; NORDBERG, M; NORDSTROM, M; BJORKSTEN, KS; WINBLAD, B"
ISI:A1994MZ90500063,1994,"LANNFELT, L; BOGDANOVIC, N; APPELGREN, H; AXELMAN, K; LILIUS, L; HANSSON, G; SCHENK, D; HARDY, J; WINBLAD, B"
ISI:A1994NA92900035,1994,"ONEILL, C; FOWLER, CJ; WINBLAD, B; COWBURN, RF"
ISI:A1994NA92900037,1994,"LANNFELT, L; JOHNSTON, J; BOGDANOVICH, N; COWBURN, R"
ISI:A1994NC11700043,1994,"LANNFELT, L; LILIUS, L; NASTASE, M; VIITANEN, M; FRATIGLIONI, L; EGGERTSEN, G; BERGLUND, L; ANGELIN, B; LINDER, J; WINBLAD, B; BASUN, H"
ISI:A1994NC11700044,1994,"VANBROECKHOVEN, C; BACKHOVENS, H; CRUTS, M; MARTIN, JJ; CROOK, R; HOULDEN, H; HARDY, J"
ISI:A1994ND02100006,1994,"ALAFUZOFF, I; ALMQVIST, E; ADOLFSSON, R; LAKE, S; WALLACE, W; GREENBERG, DA; WINBLAD, B"
ISI:A1994NJ17200198,1994,"DUVAL, F; CROCQ, MA; MAYEROVA, A; SOKOLOFF, P; NATT, E; LANNFELT, L; MOKRANI, MC; BAILEY, P; SCHWARTZ, JC; MACHER, JP"
ISI:A1994NK85900001,1994,"FRATIGLIONI, L; FORSELL, Y; TORRES, HA; WINBLAD, B"
ISI:A1994NK95400007,1994,"MULLAN, M; CRAWFORD, F; BUCHANAN, J"
ISI:A1994NL82100004,1994,"GRAFSTROM, M; FRATIGLIONI, L; WINBLAD, B"
ISI:A1994NP58000001,1994,"CARLSON, LA; GOTTFRIES, CG; WINBLAD, B"
ISI:A1994NU88200026,1994,"HOULDEN, H; CROOK, R; HARDY, J; ROQUES, P; COLLINGE, J; ROSSER, M"
ISI:A1994NV60900040,1994,"SHIGETA, M; LANNFELT, L; BASUN, H; ALMQVIST, O; JULIN, P; WAHLUND, LO; VIITANEN, M"
ISI:A1994NV60900041,1994,"JULIN, P; ALMQVIST, O; BASUN, H; LANNFELT, L; NORDBERG, A; SHIGETA, M; WAHLUND, LO"
ISI:A1994NV60900065,1994,"ADEM, A; ISLAM, A; BOGDANOVIC, N; HENRIKSON, B; CARLSTROM, K; WINBLAD, B; MOHAMMED, A"
ISI:A1994NV60900067,1994,"ISLAM, A; BOGDANOVIC, N; WINBLAD, B; ADEM, A"
ISI:A1994NV60900069,1994,"VESTLING, M; VENIZELOS, N; JOHNSTON, J; COWBURN, R; LANNFELT, L; WINBLAD, B; ADEM, A"
ISI:A1994NV60900075,1994,"COWBURN, RF; TRIEF, E; MESSAMORE, E; LI, ML; WINBLAD, B; SUNDSTROM, E"
ISI:A1994NV60900121,1994,"ALMKVIST, O; BASUN, H; WAHLUND, LO; LANNFELT, L"
ISI:A1994NV60900293,1994,"JOHNSTON, J; COWBURN, R; WIEHAGER, B; NORGREN, S; LANNFELT, L; VIGOPELFREY, C; SCHENK, D; CITRON, M; SELKOE, D; ONEILL, C"
ISI:A1994NV60900327,1994,"LANNFELT, L; BASUN, H; WAHLUND, LO; WINBLAD, B; VIGOPELFREY, C; SCHENK, D"
ISI:A1994NV60900521,1994,"GARLIND, A; COWBURN, RF; FORSELL, L; WINBLAD, B; FOWLER, CJ"
ISI:A1994NV60900530,1994,"CRAWFORD, F; BENNETT, C; OSBORNE, A; DIAZ, P; MULLAN, M"
ISI:A1994NV60900550,1994,"LIU, L; LILIUS, L; FORSELL, L; AXELMAN, K; LANNFELT, L"
ISI:A1994NV60900557,1994,"LILIUS, L; LANNFELT, L"
ISI:A1994NV60900599,1994,"JOHANSSON, K; BOGDANOVIC, N; KALIMO, H; LUNDBERG, C; VIITANEN, M; WINBLAD, B"
ISI:A1994NV60900602,1994,"SCHENK, D; VIGOPELFREY, C; LIEBERBURG, I; BASUN, H; WAHLUND, LO; WINBLAD, B; LANNFELT, L"
ISI:A1994NV60900607,1994,"WINBLAD, B; VIITANEN, M; ALMKVIST, O; BASUN, H; WAHLUND, LO; LANNFELT, L; NORDBERG, A"
ISI:A1994NV60900634,1994,"BASUN, H; LILIUS, L; VIITANEN, M; FRATIGLIONI, L; WINBLAD, B; LANNFELT, L"
ISI:A1994NW11300007,1994,"ADEM, A; EKBLOM, J; GILLBERG, PG; JOSSAN, SS; HOOG, A; WINBLAD, B; AQUILONIUS, SM; WANG, LH; SARA, V"
ISI:A1994NW20400007,1994,"HOLMEN, K; ANDERSSON, L; ERICSSON, K; RYDBERG, L; WINBLAD, B"
ISI:A1994NX44900003,1994,"NYGARD, L; BERNSPANG, B; FISHER, AG; WINBLAD, B"
ISI:A1994NX88300004,1994,"WESTBROOK, CA; LEBEAU, MM; NEUMAN, WL; KEINANEN, M; YAMAOKA, LH; SPEER, MC; ESPINOSA, R; NAKAMURA, Y; WILLIAMSON, R; MULLAN, M; BUETOW, K"
ISI:A1994NZ38100003,1994,"ALMQVIST, E; ANDREW, S; THEILMANN, J; GOLDBERG, P; ZEISLER, J; DRUGGE, U; GRANDELL, U; TAPPERPERSSON, M; WINBLAD, B; HAYDEN, M; ANVRET, M"
ISI:A1994NZ75100014,1994,"JOHNSTON, J; ONEILL, C; LANNFELT, L; WINBLAD, B; COWBURN, RF"
ISI:A1994PA49700017,1994,"MESSAMORE, E; BOGDANOVICH, N; SCHRODER, H; WINBLAD, B"
ISI:A1994PE38800015,1994,"NASLUND, J; SCHIERHORN, A; HELLMAN, U; LANNFELT, L; ROSES, AD; TJERNBERG, LO; SILBERRING, J; GANDY, SE; WINBLAD, B; GREENGARD, P; NORDSTEDT, C; TERENIUS, L"
